sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_388,388,1,1,1,BackEnd
RandomTask_162,162,1,1,7,BackEnd Design FrontEnd
RandomTask_83,83,1,3,3,BackEnd Design
RandomTask_237,237,1,3,6,BackEnd
RandomTask_280,280,1,3,2,Design
RandomTask_265,265,1,6,4,FrontEnd
RandomTask_373,373,1,5,7,Design
RandomTask_217,217,1,4,1,BackEnd Design
RandomTask_309,309,1,7,3,Design
RandomTask_226,226,1,4,6,BackEnd Design FrontEnd
RandomTask_319,319,1,5,4,Design FrontEnd
RandomTask_249,249,1,9,2,BackEnd
RandomTask_303,303,1,10,7,Design
RandomTask_49,49,1,9,1,BackEnd FrontEnd
