sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_49,49,1,9,BackEnd FrontEnd
RandomTask_111,111,1,4,FrontEnd
RandomTask_386,386,1,5,BackEnd
RandomTask_68,68,1,7,BackEnd Design
RandomTask_37,37,1,6,BackEnd
RandomTask_375,375,1,9,BackEnd FrontEnd
RandomTask_339,339,1,6,Design FrontEnd
RandomTask_163,163,1,7,BackEnd Design
RandomTask_115,115,1,10,BackEnd Design FrontEnd
RandomTask_161,161,1,7,BackEnd FrontEnd
RandomTask_57,57,1,4,BackEnd Design FrontEnd
RandomTask_19,19,1,2,FrontEnd
RandomTask_177,177,1,5,BackEnd FrontEnd
RandomTask_243,243,1,3,FrontEnd
RandomTask_182,182,1,3,BackEnd
RandomTask_251,251,1,8,BackEnd Design FrontEnd
RandomTask_256,256,1,10,BackEnd Design
RandomTask_18,18,1,1,BackEnd Design FrontEnd
RandomTask_93,93,1,3,Design FrontEnd
RandomTask_109,109,1,9,BackEnd Design FrontEnd
RandomTask_324,324,1,1,BackEnd
RandomTask_372,372,1,10,Design FrontEnd
RandomTask_124,124,1,7,BackEnd
RandomTask_270,270,1,8,BackEnd Design
RandomTask_220,220,1,3,BackEnd Design
RandomTask_121,121,1,9,BackEnd Design FrontEnd
RandomTask_90,90,1,4,FrontEnd
RandomTask_355,355,1,5,Design
RandomTask_259,259,1,9,BackEnd Design
RandomTask_213,213,1,4,Design FrontEnd
RandomTask_104,104,1,7,BackEnd FrontEnd
RandomTask_328,328,1,5,BackEnd
RandomTask_48,48,1,1,Design FrontEnd
RandomTask_129,129,1,3,Design
RandomTask_74,74,1,7,BackEnd Design
