sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_58,58,1,1,2,BackEnd Design FrontEnd
RandomTask_281,281,1,3,7,BackEnd Design FrontEnd
RandomTask_178,178,1,3,4,BackEnd Design FrontEnd
RandomTask_106,106,1,4,2,BackEnd Design FrontEnd
RandomTask_291,291,1,4,4,BackEnd Design FrontEnd
RandomTask_384,384,1,1,4,BackEnd
RandomTask_297,297,1,8,6,Design FrontEnd
RandomTask_49,49,1,9,1,BackEnd FrontEnd
RandomTask_85,85,1,2,4,BackEnd
RandomTask_20,20,1,7,7,BackEnd Design FrontEnd
RandomTask_218,218,1,1,4,BackEnd FrontEnd
RandomTask_388,388,1,1,7,BackEnd
RandomTask_135,135,1,10,3,BackEnd Design
RandomTask_188,188,1,7,2,Design FrontEnd
RandomTask_366,366,1,5,6,Design FrontEnd
RandomTask_206,206,1,4,7,BackEnd
RandomTask_236,236,1,5,3,Design FrontEnd
RandomTask_233,233,1,8,1,BackEnd FrontEnd
RandomTask_196,196,1,1,1,FrontEnd
RandomTask_68,68,1,7,2,BackEnd Design
RandomTask_45,45,1,9,4,BackEnd Design
RandomTask_255,255,1,7,7,FrontEnd
RandomTask_194,194,1,5,1,Design FrontEnd
RandomTask_378,378,1,8,3,BackEnd Design
RandomTask_176,176,1,10,6,Design FrontEnd
RandomTask_283,283,1,2,3,Design FrontEnd
RandomTask_385,385,1,7,2,Design FrontEnd
RandomTask_151,151,1,6,7,BackEnd FrontEnd
RandomTask_257,257,1,9,4,Design
RandomTask_70,70,1,5,3,BackEnd FrontEnd
RandomTask_374,374,1,7,6,BackEnd FrontEnd
RandomTask_342,342,1,1,3,Design
RandomTask_375,375,1,9,1,BackEnd FrontEnd
RandomTask_186,186,1,7,2,BackEnd Design FrontEnd
RandomTask_317,317,1,6,7,Design FrontEnd
RandomTask_136,136,1,3,6,FrontEnd
RandomTask_235,235,1,7,4,BackEnd
RandomTask_97,97,1,3,2,Design
RandomTask_154,154,1,3,6,FrontEnd
RandomTask_92,92,1,8,3,Design
RandomTask_376,376,1,8,1,BackEnd Design FrontEnd
RandomTask_147,147,1,8,7,Design
RandomTask_174,174,1,7,4,BackEnd
RandomTask_363,363,1,4,3,BackEnd Design FrontEnd
RandomTask_325,325,1,5,1,BackEnd Design
RandomTask_215,215,1,10,2,Design FrontEnd
RandomTask_64,64,1,5,7,BackEnd Design
RandomTask_362,362,1,10,6,Design
RandomTask_107,107,1,6,4,FrontEnd
