sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_18,18,1,1,4,BackEnd Design FrontEnd
RandomTask_89,89,1,2,7,BackEnd Design FrontEnd
RandomTask_138,138,1,3,4,BackEnd Design FrontEnd
RandomTask_312,312,1,4,3,BackEnd Design FrontEnd
RandomTask_126,126,1,2,7,BackEnd Design FrontEnd
RandomTask_281,281,1,3,4,BackEnd Design FrontEnd
RandomTask_186,186,1,7,6,BackEnd Design FrontEnd
RandomTask_231,231,1,7,2,BackEnd Design FrontEnd
RandomTask_109,109,1,9,1,BackEnd Design FrontEnd
RandomTask_368,368,1,1,6,BackEnd Design
RandomTask_153,153,1,4,2,BackEnd Design
RandomTask_175,175,1,4,6,Design FrontEnd
RandomTask_35,35,1,2,2,BackEnd FrontEnd
RandomTask_188,188,1,7,1,Design FrontEnd
RandomTask_166,166,1,7,3,BackEnd FrontEnd
RandomTask_389,389,1,3,1,Design FrontEnd
RandomTask_374,374,1,7,4,BackEnd FrontEnd
RandomTask_360,360,1,3,3,BackEnd FrontEnd
RandomTask_241,241,1,4,4,BackEnd Design
RandomTask_28,28,1,6,2,BackEnd FrontEnd
RandomTask_259,259,1,9,6,BackEnd Design
RandomTask_26,26,1,9,7,BackEnd FrontEnd
RandomTask_139,139,1,3,2,BackEnd
RandomTask_276,276,1,10,1,Design FrontEnd
RandomTask_192,192,1,6,3,BackEnd Design
RandomTask_196,196,1,1,3,FrontEnd
RandomTask_306,306,1,2,7,BackEnd
RandomTask_117,117,1,1,3,FrontEnd
RandomTask_190,190,1,5,2,BackEnd
RandomTask_1,1,1,8,4,BackEnd Design
RandomTask_53,53,1,3,2,Design
RandomTask_77,77,1,7,1,FrontEnd
RandomTask_273,273,1,1,1,Design
RandomTask_45,45,1,9,6,BackEnd Design
RandomTask_299,299,1,8,7,Design
RandomTask_29,29,1,5,3,FrontEnd
RandomTask_32,32,1,4,1,Design
RandomTask_311,311,1,5,4,FrontEnd
RandomTask_165,165,1,7,2,Design
