sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_162,162,1,1,7,BackEnd Design FrontEnd
RandomTask_178,178,1,3,6,BackEnd Design FrontEnd
RandomTask_156,156,1,5,3,BackEnd FrontEnd
RandomTask_151,151,1,6,1,BackEnd FrontEnd
RandomTask_150,150,1,1,1,Design FrontEnd
RandomTask_161,161,1,7,4,BackEnd FrontEnd
RandomTask_154,154,1,3,3,FrontEnd
RandomTask_152,152,1,1,1,FrontEnd
RandomTask_177,177,1,5,6,BackEnd FrontEnd
RandomTask_166,166,1,7,7,BackEnd FrontEnd
RandomTask_144,144,1,10,2,Design FrontEnd
RandomTask_149,149,1,3,1,BackEnd Design
RandomTask_169,169,1,5,6,Design FrontEnd
RandomTask_168,168,1,6,3,Design FrontEnd
RandomTask_163,163,1,7,4,BackEnd Design
RandomTask_174,174,1,7,7,BackEnd
RandomTask_148,148,1,4,2,Design FrontEnd
RandomTask_153,153,1,4,1,BackEnd Design
RandomTask_164,164,1,3,4,BackEnd
RandomTask_171,171,1,6,6,FrontEnd
RandomTask_180,180,1,2,4,BackEnd
RandomTask_155,155,1,6,7,BackEnd
RandomTask_167,167,1,4,2,Design FrontEnd
RandomTask_170,170,1,4,1,BackEnd Design
RandomTask_172,172,1,10,3,Design FrontEnd
RandomTask_182,182,1,3,7,BackEnd
RandomTask_175,175,1,4,4,Design FrontEnd
RandomTask_123,123,1,4,4,Design
RandomTask_176,176,1,10,6,Design FrontEnd
RandomTask_146,146,1,6,6,Design
RandomTask_157,157,1,8,1,BackEnd
RandomTask_143,143,1,8,4,Design
RandomTask_145,145,1,9,2,FrontEnd
RandomTask_181,181,1,8,3,BackEnd
RandomTask_183,183,1,9,7,FrontEnd
RandomTask_173,173,1,3,7,Design
RandomTask_147,147,1,8,6,Design
RandomTask_159,159,1,7,4,Design
RandomTask_165,165,1,7,3,Design
RandomTask_158,158,1,10,1,Design
RandomTask_160,160,1,9,2,Design
RandomTask_179,179,1,4,7,Design
