sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_218,218,1,1,4,BackEnd FrontEnd
RandomTask_187,187,1,3,1,BackEnd FrontEnd
RandomTask_226,226,1,4,7,BackEnd Design FrontEnd
RandomTask_227,227,1,5,3,BackEnd FrontEnd
RandomTask_189,189,1,6,6,BackEnd Design FrontEnd
RandomTask_186,186,1,7,2,BackEnd Design FrontEnd
RandomTask_221,221,1,7,1,BackEnd FrontEnd
RandomTask_184,184,1,7,4,BackEnd FrontEnd
RandomTask_216,216,1,6,7,BackEnd FrontEnd
RandomTask_193,193,1,4,2,Design FrontEnd
RandomTask_188,188,1,7,6,Design FrontEnd
RandomTask_192,192,1,6,3,BackEnd Design
RandomTask_190,190,1,5,1,BackEnd
RandomTask_194,194,1,5,4,Design FrontEnd
RandomTask_197,197,1,2,3,BackEnd Design
RandomTask_200,200,1,5,7,BackEnd
RandomTask_210,210,1,3,1,BackEnd Design
RandomTask_185,185,1,3,4,FrontEnd
RandomTask_198,198,1,6,2,Design FrontEnd
RandomTask_207,207,1,7,6,Design FrontEnd
RandomTask_211,211,1,2,2,Design FrontEnd
RandomTask_214,214,1,6,1,BackEnd Design
RandomTask_201,201,1,5,4,FrontEnd
RandomTask_220,220,1,3,1,BackEnd Design
RandomTask_203,203,1,6,6,FrontEnd
RandomTask_199,199,1,8,3,BackEnd Design
RandomTask_212,212,1,10,7,BackEnd
RandomTask_196,196,1,1,6,FrontEnd
RandomTask_213,213,1,4,2,Design FrontEnd
RandomTask_204,204,1,1,3,BackEnd Design
RandomTask_228,228,1,2,6,Design FrontEnd
RandomTask_219,219,1,1,6,BackEnd Design
RandomTask_217,217,1,4,3,BackEnd Design
RandomTask_215,215,1,10,4,Design FrontEnd
RandomTask_222,222,1,10,1,BackEnd
RandomTask_202,202,1,2,3,BackEnd
RandomTask_229,229,1,10,7,BackEnd
RandomTask_225,225,1,8,2,Design FrontEnd
RandomTask_223,223,1,9,6,BackEnd Design
RandomTask_206,206,1,4,3,BackEnd
RandomTask_195,195,1,9,4,FrontEnd
RandomTask_208,208,1,2,6,Design
RandomTask_205,205,1,9,1,BackEnd
RandomTask_224,224,1,2,4,Design
RandomTask_191,191,1,8,2,Design
RandomTask_209,209,1,9,7,BackEnd
RandomTask_224,224,1,8,3,Design
