sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_55,55,1,7,BackEnd
RandomTask_174,174,1,7,BackEnd
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_124,124,1,7,BackEnd
RandomTask_148,148,1,4,Design FrontEnd
RandomTask_21,21,1,5,FrontEnd
RandomTask_379,379,1,1,BackEnd Design
RandomTask_33,33,1,8,BackEnd
RandomTask_98,98,1,6,BackEnd FrontEnd
RandomTask_173,173,1,3,Design
RandomTask_289,289,1,2,BackEnd
RandomTask_182,182,1,3,BackEnd
RandomTask_39,39,1,5,BackEnd Design
RandomTask_383,383,1,6,Design
RandomTask_13,13,1,1,BackEnd FrontEnd
RandomTask_377,377,1,5,BackEnd Design FrontEnd
RandomTask_293,293,1,5,BackEnd FrontEnd
RandomTask_287,287,1,1,BackEnd Design FrontEnd
RandomTask_198,198,1,6,Design FrontEnd
RandomTask_285,285,1,1,Design
RandomTask_356,356,1,10,BackEnd FrontEnd
RandomTask_216,216,1,6,BackEnd FrontEnd
RandomTask_40,40,1,6,BackEnd Design FrontEnd
RandomTask_48,48,1,1,Design FrontEnd
RandomTask_259,259,1,9,BackEnd Design
RandomTask_15,15,1,8,BackEnd Design
RandomTask_1,1,1,8,BackEnd Design
RandomTask_321,321,1,1,BackEnd FrontEnd
RandomTask_58,58,1,1,BackEnd Design FrontEnd
RandomTask_372,372,1,10,Design FrontEnd
RandomTask_162,162,1,1,BackEnd Design FrontEnd
RandomTask_263,263,1,2,BackEnd Design
RandomTask_153,153,1,4,BackEnd Design
RandomTask_258,258,1,1,Design
RandomTask_199,199,1,8,BackEnd Design
RandomTask_156,156,1,5,BackEnd FrontEnd
RandomTask_186,186,1,7,BackEnd Design FrontEnd
RandomTask_222,222,1,10,BackEnd
