sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_52,52,1,1,4,BackEnd Design FrontEnd
RandomTask_197,197,1,2,4,BackEnd Design
RandomTask_232,232,1,3,3,BackEnd Design FrontEnd
RandomTask_204,204,1,1,4,BackEnd Design
RandomTask_312,312,1,4,1,BackEnd Design FrontEnd
RandomTask_352,352,1,1,3,BackEnd Design
RandomTask_329,329,1,4,7,BackEnd FrontEnd
RandomTask_310,310,1,4,6,Design FrontEnd
RandomTask_371,371,1,1,3,BackEnd Design
RandomTask_336,336,1,3,7,BackEnd FrontEnd
RandomTask_330,330,1,10,2,BackEnd Design FrontEnd
RandomTask_216,216,1,6,6,BackEnd FrontEnd
RandomTask_318,318,1,6,3,BackEnd FrontEnd
RandomTask_1,1,1,8,4,BackEnd Design
RandomTask_270,270,1,8,1,BackEnd Design
RandomTask_220,220,1,3,2,BackEnd Design
RandomTask_326,326,1,2,4,FrontEnd
RandomTask_324,324,1,1,4,BackEnd
RandomTask_65,65,1,4,1,Design
RandomTask_349,349,1,6,6,BackEnd Design
RandomTask_54,54,1,1,1,FrontEnd
RandomTask_294,294,1,10,7,BackEnd Design
RandomTask_309,309,1,7,2,Design
RandomTask_125,125,1,3,6,BackEnd
RandomTask_269,269,1,3,2,Design
RandomTask_36,36,1,3,1,BackEnd
RandomTask_11,11,1,10,3,BackEnd FrontEnd
RandomTask_247,247,1,7,4,BackEnd
RandomTask_237,237,1,3,2,BackEnd
RandomTask_244,244,1,1,2,FrontEnd
RandomTask_37,37,1,6,7,BackEnd
RandomTask_275,275,1,3,3,BackEnd
RandomTask_222,222,1,10,6,BackEnd
RandomTask_42,42,1,5,1,BackEnd
RandomTask_244,244,1,9,4,FrontEnd
