sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_115,115,1,4,BackEnd Design FrontEnd
RandomTask_396,396,1,8,Design FrontEnd
RandomTask_368,368,1,1,BackEnd Design
RandomTask_390,390,1,4,Design FrontEnd
RandomTask_44,44,1,10,Design FrontEnd
RandomTask_149,149,1,3,BackEnd Design
RandomTask_62,62,1,10,Design
RandomTask_145,145,1,9,FrontEnd
RandomTask_143,143,1,8,Design
RandomTask_93,93,1,3,Design FrontEnd
RandomTask_230,230,1,9,BackEnd FrontEnd
RandomTask_12,12,1,5,BackEnd Design
RandomTask_384,384,1,1,BackEnd
RandomTask_171,171,1,6,FrontEnd
RandomTask_211,211,1,2,Design FrontEnd
RandomTask_231,231,1,7,BackEnd Design FrontEnd
RandomTask_362,362,1,10,Design
RandomTask_158,158,1,10,Design
RandomTask_139,139,1,3,BackEnd
RandomTask_266,266,1,9,FrontEnd
RandomTask_329,329,1,4,BackEnd FrontEnd
RandomTask_106,106,1,4,BackEnd Design FrontEnd
RandomTask_341,341,1,10,Design
RandomTask_202,202,1,2,BackEnd
RandomTask_340,340,1,10,Design
RandomTask_338,338,1,5,FrontEnd
