sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_204,204,1,1,4,BackEnd Design
RandomTask_48,48,1,1,7,Design FrontEnd
RandomTask_91,91,1,1,3,Design FrontEnd
RandomTask_31,31,1,2,2,BackEnd FrontEnd
RandomTask_125,125,1,3,1,BackEnd
RandomTask_300,300,1,3,6,BackEnd
RandomTask_315,315,1,3,4,FrontEnd
RandomTask_206,206,1,4,7,BackEnd
RandomTask_390,390,1,4,3,Design FrontEnd
RandomTask_106,106,1,4,1,BackEnd Design FrontEnd
RandomTask_155,155,1,6,2,BackEnd
RandomTask_227,227,1,5,6,BackEnd FrontEnd
RandomTask_236,236,1,5,4,Design FrontEnd
RandomTask_168,168,1,6,7,Design FrontEnd
RandomTask_112,112,1,6,1,BackEnd Design FrontEnd
RandomTask_357,357,1,9,3,Design
RandomTask_44,44,1,10,2,Design FrontEnd
